0,1
neutral,"En halua julkeuksia, OK?"
neutral,Maailmanpoliittisista syistä huomiota herätti Iranin voitto Yhdysvalloista .
neutral,"Vaikka kaikki Faces'in jäsenet osallistuivat( tässä vaiheessa) myös Every Picture Tells A Storyn äänityksiin, on se silti leimallisesti soololevy, jossa bändin tehtävä on säestää vokalistia."
neutral,Miksi nostaa veroa koko ajan asialle jota suuri osa ihmisistä tarvitsee joka päivä?
neutral,” Totta kai Ne tietävät ! ”
neutral, Mitä vittuu noi roskikset rämisee ?  Stilsu huutaa isoon ääneen et ne kuulis kans .
joy,"Hienoa oli myös se , että alustavan vastauksen hyväksymisestä sai jo viikon kuluttua hakemuksen jättämisestä ."
neutral,"Sen on täytynyt kaatua tuohon eilen, muuten palvelustyttö olisi korjannut sen."
anger,Toivottavasti joudut itse joskus pulaan!
neutral,Kyse on elämästä ja kuolemasta!
neutral,"Ei kannata ruveta pohtimaan epäjohdonmukaisuuksia tai juonen hetkittäistä pysähdystä tai muita sellaisia seikkoja, joita ei tästä filmistä kylläkään puutu.
not-anger	Auto lähestyy hurjaa vauhtia .
not-anger	Hänellä on valtavat tuskat.
not-anger	Olette vaarassa valeidemme takia.
not-anger	Emme voi piileskellä niin kauan.
not-anger	paras : http://www.cd-mate.com/
not-anger	Hän tulee ulos muutaman pelleksi puetun panttivangin kera.
not-anger	Kysyä toki voi kommenteissa , vaikka voi olla , etten osaa vastata kysymyksiinne .
not-anger	Ei kukaan murskaa liittoa.
not-anger	Hei, unohditte karttanne ja meidän miljoonamme.
anger	Vitut siitä, mitä hän sanoi.
anger	Olen hyvin pettynyt sinuun.
anger	Joskus vihaan olla kyttä.
anger	Piru vie .
not-anger	Toimivaltaisten viranomaisten tekemät tarkastukset voivat vaikeutua , koska eläinkuljettajat voivat toimia vapaasti eri jäsenvaltioissa .
anger	Muistavat väärin vai pedofiili?!
not-anger	Vedätkö sen uudestaan esiin?
not-anger	...Aino-Kaisa Saarinen: Mulla on se ajatus, että mun ura tulee päättymään tähän kauteen."
neutral,"Ubuntua asentamalla saa helposti sotkettua palautusosion toimimattomaksi, asentaminen on oikeasti taitoa vaativaa ja eikä ole mitään takeita että se ubuntu edes toimii kysyjän tietokoneessa."
joy,Voi taivas teillä on viehättävä puutarha.
joy,Tämähän on todella hyvää.
neutral,"Jossain vaiheessa iltaa vaihdoinkin nuo kultaiset kengät korkeampiin , mutta siitä ei valitettavasti ole kuvaa ."
neutral,Dan Lipranzer ja Rusty Sabich tekevät työtä vuorotta - löytääkseen Raymondille murhaajan.
neutral,täh?
neutral,Sanoit että rakastat minua.
anger,Ja paskat jätän !
joy,Minä todellakin rakastan häntä.
neutral,Kai hän osaisi jotain laukaista että tämä hullunmylly loppuisi.
neutral,"Chappie, tiedän että minun väkeni pitää sinun väestäsi."
neutral,Kyse on elämästä ja kuolemasta.
neutral,"Sopiiko, jos tervehdyn ensin?"
joy,@MajorJulli Haha😂 täähän on aivan loistava.
neutral,"Sitä paitsi mamuja on turha syyttää, että heitä jotenkin erityisesti suosittaisiin yhteiskunnan rahanjaossa, he saavat aivan samat kuin me suomalaisetkin."
joy,Tämä on hieno työ.
anger,"Jos hän ei ole siellä, tulen takaisin ja tapan sinut."
joy,Nämä olivat mielestäni erittäin mielenkiintoisia !
anger,Tässä ei ole mitään järkeä.
neutral,En ole yhtä kanssanne.
neutral,Matka Norsunluutornille ei johtanut minnekään.
neutral,En halua myohästyä lennolta.
neutral,Paljon vaivaa mutta pahemminkin voisi olla (inferno).
neutral,Palstalla sanotut ovat hajuammuntoja randomeille.
neutral,"Kun olin sinun kanssasi , se oli taistelua maailma vastaan me ."
anger,En halua edes tietää missä hän on.
neutral,"Sama valmistaja, mutta rosewill on se halpismerkki."
neutral,"Hei @aavama ja @LJKuisma, miks ette oo kertonu mulle et teillä on uus podcast?"
neutral,"Itse tankkaisin, mutta on jo ylipainoa Fortumissa."
neutral,Etkä saakaan ellet ottele huippuhaastajia vastaan jotka minä omistan.
neutral,"Viime viikkoina työmarkkinaosapuolia ovat työllistäneet paitsi sovitun 150 euron kertaerän maksamiseen liittyneet ongelmat, myös raamissa sovitun työntekijöiden koulutusoikeuden yksityiskohdat."
neutral,"Maailmanlaajuinen taloustaantuma, työttömyyden kasvu, vihtiläinen kouluverkkoselvitys, talouden sopeuttaminen, strategian päivittäminen, heikkenevät talousluvut, uusintavaalit, talousarvio vuodelle 2010 … Uudelle valtuutetulle kunnallispolitiikka on näyttäytynyt melkoisen haastavana."
neutral,"Olemme keksineet jotain, jota ihmiskunta on etsinyt aikojen alusta asti."
neutral,"Oukei, sitäkin kommenttia on kuultu että lyhyt tila mahdollistaa kirjoittajalle ” omien kynsiensä näyttämisen ”, eli että kuinka hyvin hän pystyy asian tiivistämään."
neutral,Ajattelin vain kysyä löysitkö sytyttimesi.
neutral,"» Sen vielä ymmärtää , etteivät nuoret osanneet ajatella tätä itse , mutta jonkun aikuisista olisi pitänyt tajuta ."
neutral,"Äiti, tässä on Barney Coopersmith - kiertomäntämoottorin keksijä."
neutral,"Olipa kysymys siis tuhansista kadonneista tai Jammun ja Kashmirin joukkohaudoista tai kristittyjen murhaamisesta Orissassa ja heihin kohdistuvista hyökkäyksistä , meidän on edelleen sitouduttava ihmisoikeuksiin ehdoitta ja varauksetta ."
neutral,Nyt ei ollut yhtään aikaa hukattavissa .
joy,"Kim, katso tätä ihanaa simpukankuorta!"
neutral,Sillä on varmaan kirppuja.
joy,Hauskaa vappua !
neutral,Tai että kirkon historia on minulle kiusallinen.
joy,"Näyttää siltä, että meidän onnemme on viimeinkin kääntynyt."
anger,No kuka hel-vetti sinnekin muka on menossa?
neutral,et hyppäisi
neutral,Sinun pitää päästä pois nyt heti.
neutral,Se oli Richien suosikki koska jälki on pienempää kuin 45millisellä.
neutral,"Orpo ja Soini twiittaavat, että hallitusyhteistyötä ei voida jatkaa."
neutral,"Harmi , ettei sitä saatu videolle !"
neutral,Toki pelaaja teki virheitä.
neutral,"Viimeinen henkilö, jonka kanssa haluat riitoihin."
anger,Vassarit tekee taas mitä vassarit tekee parhaiten eli sympatisoi tietenkin pedofiileja! Oksettavaa. https://t.co/89YpqsGp4P
neutral,Neuvoston ja komission alun ylioptimistisuus on selvästi laantunut .
neutral,Häntä vain huimasi vähän.
neutral,Onko tämä kaidalla polulla?
joy,"Kiitos, että olet syntynyt."
joy,Että olemme onnellisempia kuin ikinä.
anger,"Minä sanoin laske aseet, senkin paskiainen!"
joy,Onneksi kaikki on ohi.
joy,"Viimeiseksi haluaisin kiittää jäsen Rosado Fernandesia erinomaisesta työstä , jonka hän on tehnyt ."
neutral,"Ja kyllähän näitä ohjelmiin nykyään hyödynnetään musiikinopetuksessa, mutta ei niillä voi sitä kuitenkaan korvata"
neutral,Portaat ovat korkeat .
neutral,Elo mainitsi ongelmana myös eriaikaisuuden Euroopan unionin rakenteiden kehittymissä .
neutral,Mutta vain sinä olet iloinen.
joy,Minusta päivä on suurenmoinen.
neutral,kiitoksi sinulle jöpöttäjä.
neutral,Pitäisikö niistä olla jotenkin erityisen huolissaan juuri siksi ?
neutral,"Koska raaka-aine maksaa enemmän kuin euron mössö, pitää olla valmis tekemään joskus toinen tai kolmaskin ruoka tähteistä – jos ei satu olemaan varaa ostaa enemmänkin laadukasta, suomalaista lihaa."
neutral,"Mitä saadaan , kun purkitetaan sata naista ?"
neutral,Et nähnyt että tulin tänne. Et tiedä minusta.
neutral,"Epäilette siis, - että myrkkyä oli laitettu ruokailun jälkeen hänen kahviinsa? Ja jostain kumman syystä - oireet viivästyivät? - Aivan."
anger,"Haluan nähdä teidät hikoilemassa, kun tuomari julistaa päätöksensä."
joy,onnistunut
neutral,Siksi Nuorten Kotkien mielestä on erilaisia ongelmia ja kehitystarpeita arvioitava erikseen lasten näkökulmasta.
neutral,Jani Toivola kertoi Arto Nybergille masennuksestaan – 2-vuotiaalle tyttärelle karjuminen havahdutti: ”Oli itsensä kanssa ahtaalla” https://t.co/ZdS2JudxV2
anger,Danny surmattiin ja hänet tappanut saa maksaa tekonsa!
anger,Katso vähän mihin huidot.
joy,Hän on mahtava soturi!
neutral,"Ne kepin puslat olisi hyvä vaihtaa edes 500tkm välein vähintään, mielellään useammin niin ei keppi heilu aivan hulluna, ainakin ennen motonetistä saanu puslia muutamalla eurolla ja kuulemma marmoritiskiltäkään maksa kaikki kepin alapään hilut ku parikymppiä."
anger,"Raivostuin tietenkin kysyen että mitä helvettiä tämä oikein yritti , ja sain vastaukseksi “ vitsi vitsi ” enkä mitään muuta ."
anger,"Jos et, häivy helvettiin autoni luota."
neutral,Saan tehtyä kaksi kertaa enemmän töitä.
neutral,"Perkele kun rupes janottaan , pitäs päästä tonne ravintolavaunuun ."
neutral,"Se teeskentelee ettei näe ja menee taukotupaan ihan hiessä laskemaan , kauanko piinaavaa työvuoroa on vielä jäljellä . ”"
neutral,"Luulen että se mitä Jumala nyt haluaa- on että odotamme muiden nukahtavan, murtaudumme kaappiin ja häivymme."
neutral,"' Heität kuin tyttö ' , isä sanoi , enkä päässyt kopittelemaan hänen ja Nikon kanssa , ' mitä jos pyytäisit äitiä ' ."
anger,Menehän siitä !
neutral,TT on kaukana käyttöautosta.
neutral,Häpeävä on näkymätön ja kuulumaton .
neutral,"Jos ammut, joudut hirteen murhasta."
neutral,Kyllä se voidaan tehdä.
neutral,"Valitan, mutta määräys on lopullinen."
neutral,"Misogynia tappaa: paitsi naisia, myös miehiä ja tärkeimpänä mahdollisuuden ratkaisuihin ja rakkauteen."
neutral,"Jos yksikin kivääri laukeaa , niin te vastaatte siitä henkilökohtaisesti semstvon edustajille"
neutral,Siksi onkin myös aika tuoda näkökantamme selkeästi esiin komission suuntaan .
neutral,Meidän pitäisi käyttää hyväksi joka hetki.
anger,Nämä ovat väärät avaimet saatana!
neutral,Päästiin niin saakelin lähelle!
neutral,"Herranen aika , A. Jokisen palkkaama haamukirjoittaja ei tienny kirjoittamisesta muuta kuin sen , missä 90 % näppäimistä sijaitsee ."
neutral,"Toivonkin lisää teidän kirjoituksianne mm. tavoistanne, ruuasta, perinteistä, paikoista joihin ulkomaalaiset harvemmin osaavat hakeutua."
neutral,"Myös esimerkkinä: Kävin Haaparannalla on väärin kirjoitettu, se on Kävin Haaparannassa."
neutral,Toimittajien sananvapausjärjestö Toimittajat ilman rajoja on listannut Gaddafin vapaan median saalistajaksi .
joy,"Olen iloinen siitä, että keskustelimme asiasta."
neutral,Näitä juttuja ulkomailla tulee vähän ikävä .
neutral,Joskus biisin loppupuolella he ovat keränneet paikalle sen verran ihmisiä että puu saadaan ilmaan tyvipäästä ja minut raahataan väkisin pois lepäämästä .
neutral,"Uusi, kaunis vaimoni on näet häijyn mustasukkainen."
neutral,Hän on oikea pikku herrasmies.
neutral,Neuvoston puheenjohtaja Moscovici ei voinut valitettavasti olla läsnä puheenvuoroni aikana .
neutral,"Turkkilaiset kollegani suuresta Turkin kansalliskokouksesta harmittelevat samoin tätä epäkohtaa , nimittäin että kukaan ei halua ilmeisesti puhua heidän kanssaan , ei kansallisista hallituksista tai parlamenteista eikä myöskään lähes kaikista eurooppalaisista instituutioista ."
neutral,Sinä itse halusit tätä.
joy,"Se on mahtavaa, ihan kuin unelmaa."
neutral,"Tiedäthän, että mahdollisen evakuoinnin joutuu pääsääntöisesti maksamaan itse ja se voi tulla yllättävänkin kalliiksi."
neutral,Muutenhan on poikamiehen elämä pelkkää Kurtturuusua.
joy,AAAH nään antin kirsin kans tänää LIT
neutral,Ihan kuin heillä ei olisi päivätympääkin bimboa iskettävänä .
neutral,Harmittavasti Digitin yritykset eivät tuottaneet pisteitä ja vastustaja sai pidettyä palloa pelin loppuun saakka .
joy,Suomi voittaa naisten jääkiekossa olympiapronssia!!!
neutral,Minä en tahdo kovinkaan paljoa lisää korjattavaa ja pupu ei taas tahdo enemmän huollettavaa kukkamaata .
neutral,Jos saisimme tuollaisen kepin...
anger,Ja haista saatanan pitkä paska!
anger,Ja se voitais tappaa kans .
neutral,"Olen mukana syyttämässä, tuomitsemassa ja rankaisemassa."
neutral,"Miksi minun vain pelkäsin , pelkäsin elämää , vaikka oikeastaan juuri se minut tappoikin ."
joy,Tervetuloa Ernestin ja Fannyn lhmetuokioon.
neutral,"PeV:n asiantuntijat ovat hyvin kriittisiä sen suhteen, että #sote-lait voisi hyväksyä normaalilakeina. https://t.co/r6ZBCKG0t9"
neutral,"Oukei, sitäkin kommenttia on kuultu että lyhyt tila mahdollistaa kirjoittajalle ” omien kynsiensä näyttämisen ”, eli että kuinka hyvin hän pystyy asian tiivistämään."
neutral,"Opettajana en pärjäisi, kun ääni menee parissa tunnissa."
neutral,Mutta enempää en viitsi noin älyvapaalle tyypille vastailla.
neutral,Muut äidit joutuvat tyytymään siihen mitä luonto antaa.
neutral,Sitä paitsi monet mamut tekevät ahkerasti töitä täällä Suomessa ja monet jopa työllistävät suomalaisiakin.
neutral,"Älä nyt viitsi, Cain."
anger,"Sano sille, että vihaan häntä."
neutral,Helmikuu alkoi isoilla uutisilla: kuntauudistuksen virkamiesesitys ja puolustusvoimien uudistushake julkistettiin sekä kerrottiin Salon tuhannen työpaikan menetyksestä Nokian myötä.
neutral,senkäänvertaista kielitieteellistä asiantuntemusta
neutral,Hän ei ole niin iso paskiainen kuin sanotaan.
neutral,He lähettivät sinut viemään minut.
neutral,Kyllä happamia ja hapokkaita juomia ois syytä välttää...
joy,Juokseminen on nautinto
neutral,"Se sanoo liian paljon tai liian vähän , keskeyttää , lörpöttelee , vaikenee väärällä hetkellä ."
neutral,Kasvu ei saa jäädä kiinni oikeanlaisen koulutuksen puutteesta.
joy,Ilo on minun puolellani.
neutral,"Ei, emme saisi sponsoreita."
neutral,"Orankien elinympäristöstä on hävinnyt 80 prosenttia , ja niiden pelätään kuolevan sukupuuttoon viidessä vuodessa ."
anger,"Lopetan, jos aiot pilkata minua."
neutral,"Tuotteen etuja ovat tasainen koostumus, helppokäyttöisyys ja lempeä kookoksen maku."
neutral,Sisällissodan uhka ei ole pelkkää retoriikkaa .
neutral,Viran omais rikolllisia on kaikkialla.
anger,Vassarit tekee taas mitä vassarit tekee parhaiten eli sympatisoi tietenkin pedofiileja! Oksettavaa. https://t.co/89YpqsGp4P
neutral,Kyse on elämästä ja kuolemasta.
joy,Minulla on myös suuri ilo - toivottaa teille menestyksekästä uutta vuotta.
anger,Mä vihaan tätä paikkaa.
anger,"Raivostuin tietenkin kysyen että mitä helvettiä tämä oikein yritti , ja sain vastaukseksi “ vitsi vitsi ” enkä mitään muuta ."
joy,Nyt viisikymppisenä olen kiitollinen elämälle .
neutral,"@Jrvinen_J @veitera @OskuTorro @VanDerLuumi Kritiikki on suunnattu ennen kaikkea siihen tapaan, jolla viestintää tehty &virkamies vs. yksityishenkilö menevät sekaisin."
joy,Onks mitään söpömpää ku rekat ilman vaunuja.
neutral,"Toisaalta on tärkeää , että käytössä on tarkat ohjeet ja riittävästi varoja sellaisilla osa-alueilla kuin laadukkaiden työpaikkojen luomisessa , sellaisten oikeuksien kuten yhtäläisten oikeuksien ja mahdollisuuksien tehokkaassa edistämisessä , yhteisvastuullisen talouden ja sosiaalitalouden tukemisessa , maaseudun kehittämisessä sekä pienten ja keskisuurien yrityksien tukemisessa ja kaupunkiväestön elämänlaadun parantamisessa puutetta kärsivillä alueilla , mikä tapahtuu erityisesti yhteiskunnallisen asuntotuotannon avulla kaupunkiasumisen kestävää kehitystä silmällä pitäen ."
joy,Halusin vain sanoa että olen onnellinen.
neutral,Nyt varotan ei kannata
neutral,"Tietenkin puhut asiaa, kuten aina, sillä meidän taloyhtiön piha rempattiin aivan uuteen uskoon."
anger,"Se saatanan Texador ja Montalvo, jeesus sentään, he lavastavat väkeä syyllisiksi!"
joy,Onneksi kaikki on ohi.
neutral,"Jos vakuuksia ei saada , Suomi ei ole paketissa mukana , eli se on väärä väite ."
joy,oon niin innoissani tästä tulee oikeesti ees jotenki hyvä ja parempi ku viimeks
neutral,Seutua kutsuttiinkin maaksi maan takana.
neutral,Esim. kesäasunnolla umpisäiliö on oiva vaihtoehto.
joy,"Uskomatonta vaihtoaikaa on mukava muistella näin jälkikäteen ja olenkin monesti todennut , että olen erittäin onnellinen , että lähdin Balille ."
neutral,Hän ei ole hullu.
neutral,"Yeller kertoi, miten nyljit hänet kerran nelosparilla."
neutral,Kaikki odottavat jännittyneenä kuljettajan vastausta .
neutral,Hän pelaa ensin Pigin ulos.
neutral,"Niinpä. Valamiehistö muistaa kuvat, joissa Carolyn on kidutettu hengiltä."
neutral,Itkin koko matkan Kotokummun älyvapaavyöhykkeelle .
neutral,Valitettavasti tällaista laatuaikaa ei ole tarjolla suoritusportaan työntekijöille kovinkaan usein.
neutral,"Koska raaka-aine maksaa enemmän kuin euron mössö, pitää olla valmis tekemään joskus toinen tai kolmaskin ruoka tähteistä – jos ei satu olemaan varaa ostaa enemmänkin laadukasta, suomalaista lihaa."
neutral,"Vai voiko tosiaan pitää paikkansa , että minun neljäs olohuoneeni , jonne tulen arki-iltana juomaan teetä ja pelaamaan lautapelejä kavereiden kanssa , on jollekin laittautumisen , aloittelun ja jatkojen väliin jäävä bilepaikka ?"
joy,"Siltä varalta, että unohdan sanoa sen myöhemmin: minulla oli mukava ilta."
neutral,Selviän minäkin jollei pääni lätsähdä asfalttiin tai jollei pääni muuten selviä tästä emansipatorisesta pikku huppelistani .
neutral,Se maksaa hänelle paljon enemmän.
anger,Miksi pirussa mä elän täällä?
joy,Tämä on todella tervetullut näky.
neutral,Pumppukivääreitä on turha jättää tuonne lojumaan.
neutral,Eikö täällä ole hyvä olla?
neutral,"”Et. Painu v***uun”, sanoi mies ja jatkoin matkaa. #auttaminen #lähimmäisyys"
neutral,sähkötulostaulut ja tiedot menivät bulgarialaisilta yli ymmärryksen .
anger,Minä en jaksa tätä elämää
neutral,Heli kyllä on äänestyksestä heti ulkona kun siihen joutuu.
joy,"Itse asiassa sen jälkeen löytyy aivan uusi energia sille tekemiselle , jonka tavaranpaljous on aiemmin tukahduttanut ! : )"
neutral,Nyt ei ollut yhtään aikaa hukattavissa .
neutral,Pumppukivääreitä on turha jättää tuonne lojumaan.
neutral,"Ensin tein töitä Euroopan profeetan Richard von Coudenhove-Kalergin , paneurooppalaisen liikkeen isän kanssa , joka sanoi jo vuonna 1922 , että Eurooppa tulee kärsimään paljon , jos se ei yhdisty ajoissa ."
neutral,"Ja Drago iskee kovan oikean nyrkin, joka tainnuttaa Rocky Balboan."
neutral,"Miksei Salossa töissä oleva Nokian matkapuhelinasentaja saa palkkaa joka kerta, kun hänen kasaamallaan puhelimella soitetaan?"
neutral,Aiheellinen kysymys tosiaan.
neutral,@markkuilmari @veroekonomisti @veroekonomisti arvioi veronkorotusten inflaatiovaikutukset ainakin tammikuussa vielä maltillisiksi: https://t.co/6BJarpr9v2
neutral,Tietääkö hän että täällä ei saa polttaa?
neutral,Mitä aiot tehdä seuraavaksi?
anger,Kuristan painijaa kaulasta - imen hänen silmänsä irti ja syljen ne kurkusta alas!
neutral,Usko Jumalaan on ihmisen normaali ja terve elämänasenne.
neutral,"Rocky, huhutaan ruumiillisista komplikaatioista."
neutral,Lysähdin huohottaen lattialle istumaan .
anger,Mitä vittua te idiootti viuhdotte .
neutral,Minun pitäisi käyttää sitä.
neutral,"Pidät järkevänä vastausta, koska se vähentää omia omantunnontuskiasi."
neutral,Kasvu ei saa jäädä kiinni oikeanlaisen koulutuksen puutteesta.
neutral,JYP otti tylysti kuokkaan Sveitsissä (https://t.co/FvYPT0PMME) https://t.co/4AgZjfRQpS
neutral,Sinusta on huhuttu jo pari vuotta.
joy,"Hyvä, että olet taas jaloillasi."
neutral,Se loinen asuu varmaan autossaan.
joy,Ojensin lapselle käteni ja hymyilin .
neutral,"En nöyrry edes silloin kun on ""pakko"". :)"
neutral,"Edvin Laineen ohjauksessa on Kalle Ruusunen käynyt miellyttävän luonnolliseksi laulajanuorukaiseksi, katsoi P. Ta-vi ja T. A. säesti: ""Kalle Ruusunen oli mieluisa tuttavuus eikä - luojan kiitos - edustanut mitään postikorttikoreutta."
neutral,Rocko antoi sulle tilaisuuden.
neutral,Laske alas miekkasi. Kumarru Buddhan edessä!
neutral,Välillä pitää oikein keskittyä siihen mitä sanoo .
neutral,"Katsokaa, kuka täällä on."
anger,Mä vihaan tätä paikkaa.
joy,"Ei ihme, että miehenne rakastaa teitä."
neutral,"Luulin, että oli sairas."
neutral,Vietin luultavasti liikaa aikaa hävittäjien parissa.
joy,ILO UUDESTA TUOKSUSTA : )
joy,Onneksi talvi on yhä kaukana
neutral,"Hetken rappukäytävässä kävellessäni ajattelin , että entä jos minulla olisikin ollut vielä jokin keino selviytyä , jokin keino olla tuottamatta sitä suurta tuskaa juuri niille , joita eniten rakastan ."
neutral,"Rakas lapsi, tässä maailmassa on paljon hyviä kirjoja ilman kuvia."
neutral,Paljon vaivaa mutta pahemminkin voisi olla (inferno).
neutral,Voitteko tosiaan haudata jotain näin isoa?
neutral,"Maailmanlaajuinen taloustaantuma, työttömyyden kasvu, vihtiläinen kouluverkkoselvitys, talouden sopeuttaminen, strategian päivittäminen, heikkenevät talousluvut, uusintavaalit, talousarvio vuodelle 2010 … Uudelle valtuutetulle kunnallispolitiikka on näyttäytynyt melkoisen haastavana."
neutral,"Älkää sanoko, että minulla on syy elää."
joy,"Olo oli tosi itsevarma , tuntui että olin saavuttanut jotain elämässäni , ja vielä jotain hyvää oli tulossa ."
anger,"Sano sille, että vihaan häntä."
neutral,"Se on vain lounasvitsi, tiedäksä?"
neutral,"Soto on ansainnut elantonsa kehittämällä kolme tiedostonjako-ohjelmaa , mutta hän kiistää syyllistyneensä laittomuuksiin ."
joy,Peter Reynolds soitti ja onnitteli.
joy,Hunajaiset rakuunaporkkanat ovat ihania ... kokeilkaas !
anger,"Mistä hemmetistä on kyse, George?"
neutral,"Perkele kun rupes janottaan , pitäs päästä tonne ravintolavaunuun ."
joy,"Minä rakastan sinua, Billy."
neutral,Nyt tiedät että maailman surullisin asia on elämä.
neutral,"Ensi viikolla olisi lähtö Khao Lakiin, joten toivotaan että sadekausi olisi jo ohi."
anger,Viekää hänet ja muut myös!
neutral,"Ja kun olin merijalkaväessä, olin oliivi tai maastonvärinen - tai minkä värinen päivän univormu milloinkin oli."
neutral,En voi enää suojella sinua.
neutral,Minä taas haluan juotavaa.
joy,"Matkaradiossa alkaa soida Devon Gut Feeling , siinä vasta kesäbiisi !"
neutral,Se riittää ehkä kilpailun voittoon.
neutral,Señor. Soitin paronille takaisin.
joy,ILO UUDESTA TUOKSUSTA : )
neutral,"Ministeri Kyllönen lähetti viime maanantain kolumnini lukijalle viestin, jossa hän ilmoitti, että jos jäänmurto pysähtyy talvella yhdeksi päiväksi, se maksaa veronmaksajille 200 miljoonaa euroa."
neutral,Kasvosi näyttävät kauheilta. Taisit kokea kivuliaan kuoleman.
neutral,Poika joutui ottamaan tukea ovesta jotta pysyisi pystyssä .
neutral,"Toivonkin lisää teidän kirjoituksianne mm. tavoistanne, ruuasta, perinteistä, paikoista joihin ulkomaalaiset harvemmin osaavat hakeutua."
neutral,Soitan Bob Benhamin tapauksesta.
neutral,"En minä halunnut hirttäytyä , viiltää tai ottaa pillereitä , mitä sitten jos joku läheinen olisi minut löytänyt ."
joy,Se oli hemmetin hienoa.
neutral,Kun kevätpuoli on töissä aika raskas päättöarviointeineen muineen .
neutral,"mut hiukan himmentää seksiajatuksia se tosiasia, ettei siihen ole mahdollisuutta sen kanssa jonka kanssa siihen pystyisin..."
joy,"Se kuulostaa kivalta, poika."
neutral,Olis ansaittu enemmän mitä tuli #WorldCupFi
joy,"Hintakin on aika perus sopiva, tais olla n. 30 euroa 0,7l pullo."
neutral,Kasvu ei saa jäädä kiinni oikeanlaisen koulutuksen puutteesta.
neutral,"Se hyväksytään jokaisessa tuomioistuimessa - mutta veisin asian jokaiseen tuomioistuimeen, muistakaa se."
joy,"Sehän oli mukavaa, eikö vaan?"
anger,Mitä tämä on olevinaan?
neutral,"Lynx-selain ei näytä CV-sivua ihan siten , kuin olisin halunnut ."
neutral,Terveydenhuollossa siirryttävä reaktiivisesta kohti proaktiivista ja prediktiivistä toimintatapaa.
neutral,Järnefelt oli 1900-luvun vaihteessa huomattavin suomalainen aatehistoriallinen kirjailija .
joy,"Kiva, kun olet kotona."
joy,"Kun yksi asia sujui mainiosti , tuntui että kaikki muukin eteni jouhevasti ."
neutral,Nato painostaa jäsenmaitaan luopua asevelvollisuudesta!
neutral,Olet kyllä ihme sekottaja.
neutral,"Äiti, näit varmaan pahaa unta, siinä kaikki."
joy,"Kiitos, kun saitte meidät elossa ulos."
joy,"Piristyn saatuani puoli mukillista kitkerää , mustaa kahvia ."
neutral,Hän vaikutti mukavalta hepulta.
neutral,"Kypsää, ehdotonta, jännittävää rakkautta."
neutral,Ei voi olla totta.
neutral,Kaksi vuotta myöhemmin hänet pestattiin kapteenina lennoston tiedustelujoukkoihin.
joy,Minulla on aina onnea.
joy,Voitto Suomelle! – Koripallossa yksi asia on toisin: Junioreita on jo kauan innostettu muiden lajien pariin https://t.co/pQFrBgRENj
neutral,"Tämä aiheutti Thomille autofobian ja kaikuja tästä voidaan kuulla Radioheadin kappaleissa "" Airbag "" , "" Killer Cars "" , ja "" Stupid Car "" ."
neutral,"Cooper, anna minulle nauloja tuosta!"
neutral,"' Heität kuin tyttö ' , isä sanoi , enkä päässyt kopittelemaan hänen ja Nikon kanssa , ' mitä jos pyytäisit äitiä ' ."
joy,"Vietin neljä huikeaa kuukautta viime syksynä vaihto-opiskelijana Indonesiassa , Balin kauniilla saarella ."
neutral,Jää vielä yhdeksi yöksi.
neutral,Onko sillä väliä täällä?
joy,BARLEY HOMMISSA HYVÄLTÄ NÄYTTÄÄ Hyvältä näyttää.
neutral,Onpa tosi vaisu ilta.
neutral,"Hän haukkui miehiä siihen malliin , että välillä tuntui olevan syytetyn penkillä kaikkien feministien huohottaessa niskaan ."
neutral,"Nancy, se on ohi."
neutral,"Pohjois-Savon liiton Marko Korhonen: ""Sisäministeriön painotuksilla maakunnissa ei voi olla juuri mitään valtion toimintoja"" https://t.co/cV9E68JsVK"
anger,"Puhkaisitte silmäni, senkin lutkat."
joy,"Mukavaa, että kerroitte sen."
neutral,"» Sen vielä ymmärtää , etteivät nuoret osanneet ajatella tätä itse , mutta jonkun aikuisista olisi pitänyt tajuta ."
neutral,"Luulitko sinä , että kiinnostuisin Jonesta , kiinnostuisin niin , että kävelisin hänen kanssaan teidän vierellänne ?"
joy,Mukavaa joulunjatkoa kaikille ! :)
neutral,"potkia, eihän ne tee yhtään mitään kotihommia, Kumpikaan ei ole tiskannut, ei edes pöytää kattanut."
neutral,Eri kurssit eri oppiaineissa eivät toki ole täysin vertailukelpoisia .
joy,ja minä aloin nauraa.
joy,Rakas pieni poikani! Olen kaivannut sinua!
neutral,"Se varmaan on mummoista kiva kun terveyskeskuksen puhelimeen vastaa ""ei ummarra, ei puhu soome, puhu bangladesh""."
neutral,JYP otti tylysti kuokkaan Sveitsissä (https://t.co/FvYPT0PMME) https://t.co/4AgZjfRQpS
neutral,Autojen tyhjäkäyttämisestä on ehdottomasti luovuttava .
joy,"On mukava nähdä heidät yhdessä, vai kuinka?"
neutral,Mielipiteilläsi ei ole väliä.
neutral,Hän ei saa myöskään huudella ikkunoista.
anger,Täällä te vaan mahtailette toisillenne!
neutral,"Juo se pullo kerralla, koska lasi joka päivä on pienempi haitta kuin kahtena päivänä litkit colaa koko päivän..."
joy,"Ei ihme, että miehenne rakastaa teitä."
joy,"On ihanaa, kun on näin lämmintä."
neutral,Käske Bobbyn tulla drinkille.
neutral,Mutta vain sinä olet iloinen.
